MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
4,6,4,3,10,11,8,3,5,4,4,4,8,2,2,7,6,8,4,5,0.6226
7,1,3,6,7,7,6,4,8,9,6,8,3,7,4,8,9,3,8,12,0.7028
2,10,5,8,7,3,4,11,7,6,6,4,4,4,8,7,5,5,6,7,0.6492
3,10,7,6,4,6,8,8,6,5,3,5,5,5,7,3,9,7,6,6,0.6397
7,8,3,3,11,6,6,4,2,4,2,7,7,3,5,4,5,6,5,2,0.5965
7,1,5,10,8,1,7,13,3,2,6,4,8,5,5,4,4,10,5,6,0.6936
3,6,7,8,3,13,5,7,8,11,9,6,2,2,6,7,4,5,6,6,0.6542
5,5,8,5,6,5,4,4,5,7,6,10,6,8,3,5,6,8,7,11,0.6827
8,4,6,5,6,6,6,7,2,8,5,9,4,11,5,7,6,6,7,4,0.6855
5,5,5,8,7,8,9,9,4,6,7,10,7,3,2,5,5,7,12,7,0.7069
5,2,6,8,4,8,7,5,6,3,5,5,5,4,6,7,5,5,7,9,0.6208
3,3,5,7,6,9,6,6,4,6,10,4,2,10,5,4,8,6,6,6,0.6705
6,3,5,5,6,2,6,8,5,7,7,6,7,5,7,4,7,7,6,10,0.669
8,4,4,5,11,6,6,6,8,5,7,5,4,7,8,4,6,4,11,5,0.7518
4,8,5,4,2,4,5,9,5,6,5,7,0,2,8,7,4,6,7,6,0.55
2,10,9,9,5,7,5,6,4,5,1,8,7,4,1,3,5,3,3,5,0.5712
4,9,8,4,1,10,2,8,4,5,5,8,4,8,7,10,9,13,9,8,0.7192
10,5,9,5,1,7,6,7,7,12,12,11,6,8,10,5,11,4,11,7,0.8484
4,5,6,8,2,6,5,9,11,7,8,4,4,10,6,7,6,6,6,4,0.6883
7,5,5,5,5,10,7,9,9,3,5,8,2,7,8,4,3,7,4,4,0.6589
6,9,5,6,10,1,7,11,5,5,6,5,5,5,6,5,7,5,6,7,0.6988
5,5,10,4,5,7,6,5,6,10,7,4,11,2,2,5,9,5,6,7,0.6689
4,8,4,2,5,7,11,7,3,10,5,4,2,5,6,7,7,7,5,4,0.5996
6,11,4,7,7,4,8,4,4,6,5,3,8,6,11,5,5,10,2,4,0.6875
5,4,6,9,9,6,6,6,7,5,5,3,9,5,8,6,3,5,8,6,0.7268
2,5,8,9,4,2,4,6,6,7,6,5,7,9,6,6,4,4,6,11,0.6858
4,5,10,5,8,14,10,6,6,7,5,8,2,10,8,7,1,4,3,8,0.722
5,4,7,2,6,6,4,5,8,2,6,5,2,6,7,3,9,6,6,9,0.6251
4,6,6,11,9,7,6,5,4,9,8,3,8,4,5,5,6,3,6,8,0.7195
9,4,5,5,6,3,5,8,6,8,2,5,7,7,5,8,5,4,4,5,0.6452
2,7,8,3,8,2,3,5,6,6,3,7,8,9,11,6,9,5,4,10,0.6489
4,6,9,6,8,4,8,8,5,8,3,4,3,3,7,1,4,5,3,5,0.5996
4,9,2,6,2,7,2,7,7,7,3,4,7,7,12,6,7,8,8,8,0.6941
6,5,6,10,6,7,3,8,6,10,7,5,4,6,5,4,5,7,7,9,0.734
9,10,9,9,4,9,6,7,9,5,4,6,10,5,7,8,7,4,6,7,0.7737
6,5,6,8,6,8,5,6,7,9,4,6,5,5,5,13,8,4,5,6,0.6995
3,8,3,5,4,5,4,3,9,7,4,3,5,7,5,5,4,6,2,3,0.5653
4,8,7,3,8,3,7,6,7,8,7,9,9,4,4,7,3,5,6,5,0.6306
4,4,6,6,6,7,3,8,6,3,7,8,3,5,2,4,4,7,6,11,0.5985
4,9,3,9,8,4,6,8,8,3,5,11,5,4,8,8,4,1,9,2,0.6529
8,5,5,8,3,1,6,12,4,7,4,5,6,9,5,9,6,6,4,8,0.7242
6,10,3,6,7,10,11,1,7,5,5,6,8,8,5,7,8,9,5,7,0.7056
8,4,7,3,1,3,3,1,10,6,8,6,9,9,7,6,6,3,6,6,0.6554
5,2,5,5,10,12,8,7,6,6,7,6,8,5,6,9,6,5,6,7,0.7433
9,6,5,13,6,7,8,2,4,5,5,3,8,7,6,5,9,8,2,13,0.7858
9,8,6,5,6,9,8,8,7,4,3,4,4,5,4,4,7,2,2,7,0.6509
5,5,7,4,5,7,5,8,1,4,6,5,6,5,6,6,5,6,4,5,0.609
6,9,5,8,6,5,6,6,3,4,8,6,7,5,6,9,5,3,2,2,0.6156
1,8,4,7,5,4,4,7,7,4,8,7,6,5,7,7,3,7,4,3,0.5956
3,6,6,5,5,11,4,1,6,2,7,4,8,1,8,8,6,8,3,9,0.5776
5,10,6,5,7,3,4,6,5,9,5,4,7,3,6,4,8,6,2,7,0.6312
3,7,5,5,6,6,6,4,5,6,4,6,5,1,4,6,6,5,9,4,0.5814
9,9,6,6,8,3,7,4,10,8,7,3,5,6,4,7,3,4,7,2,0.7209
10,9,6,10,9,5,5,4,12,3,1,8,10,9,5,2,2,5,4,6,0.7815
10,10,13,1,5,4,11,5,5,5,7,6,6,13,7,4,5,5,4,4,0.6986
5,6,4,9,4,8,5,5,5,4,7,3,11,9,4,8,6,9,6,6,0.7212
10,8,7,10,10,8,8,5,9,4,9,4,4,5,6,7,3,6,4,4,0.7861
5,5,7,5,4,3,3,8,10,5,3,5,9,4,7,3,10,4,7,9,0.6375
3,4,3,4,6,3,2,5,5,2,7,8,7,7,7,7,7,2,5,4,0.5444
5,4,6,3,4,8,7,4,8,7,8,8,9,10,4,5,5,3,10,4,0.6635
3,4,5,11,2,6,4,2,3,6,5,5,8,5,5,6,4,5,4,7,0.5879
7,3,8,5,7,3,5,4,6,5,8,4,7,7,4,8,11,4,5,7,0.7262
2,8,6,7,5,4,3,1,7,7,4,5,6,4,6,6,6,5,5,4,0.5618
8,7,5,7,6,5,4,5,7,9,6,6,8,7,6,8,4,4,6,4,0.7234
9,3,2,7,5,5,11,9,9,5,4,7,8,7,3,6,7,3,4,1,0.6324
6,3,6,6,2,7,4,6,10,3,4,7,5,8,8,5,8,6,2,1,0.605
3,3,3,9,9,7,10,4,3,8,6,6,3,1,10,2,4,7,9,8,0.6324
3,7,4,5,3,7,5,6,2,8,8,7,3,7,6,9,5,7,9,4,0.6284
9,2,10,4,9,10,6,7,6,0,5,5,8,2,9,7,4,6,8,8,0.7358
6,8,7,5,6,4,6,2,3,6,10,3,5,8,5,9,3,5,5,11,0.6896
10,7,5,8,3,7,7,6,4,8,3,6,5,10,3,5,10,6,6,3,0.7427
6,8,4,7,3,9,3,3,6,4,10,6,4,8,8,5,2,4,7,5,0.6439
6,4,6,1,5,8,4,5,9,4,2,8,7,8,8,10,6,5,3,7,0.6569
9,3,8,6,7,5,4,6,8,2,6,13,6,5,8,9,7,4,4,3,0.7125
2,7,4,5,6,5,4,5,8,3,8,7,3,6,5,6,7,6,3,3,0.581
5,5,7,3,6,4,9,5,5,5,7,9,7,7,5,4,9,5,7,8,0.6913
5,9,7,8,6,5,7,5,5,7,6,5,2,4,6,3,8,6,2,4,0.6436
10,7,7,7,4,5,4,11,5,9,6,7,5,6,9,3,5,6,5,7,0.7358
8,5,9,11,4,4,5,7,6,4,10,5,2,6,5,4,5,4,5,8,0.6856
8,7,6,7,4,7,9,5,1,5,6,5,5,9,7,4,4,6,5,6,0.6747
8,4,9,9,4,6,3,6,4,3,6,5,3,6,6,10,9,3,3,5,0.6735
7,6,4,3,7,4,8,5,7,7,6,4,2,7,6,9,8,6,9,9,0.6854
5,7,4,6,6,6,5,10,6,8,9,4,11,6,7,7,6,5,5,6,0.7279
7,7,6,5,6,7,7,5,8,10,9,7,6,6,3,4,5,6,5,6,0.7041
4,7,0,8,10,4,2,7,5,13,3,4,7,10,8,6,8,4,7,4,0.7503
6,10,2,10,1,5,4,3,9,5,4,2,9,4,11,4,6,3,4,2,0.6078
4,6,5,10,7,4,8,4,2,6,7,3,4,5,5,6,9,6,6,11,0.6605
7,6,8,4,9,6,6,2,7,3,1,6,5,2,6,9,7,4,1,13,0.6693
6,6,8,2,8,5,2,11,6,5,9,6,7,5,3,1,10,4,6,8,0.6881
4,8,3,5,1,2,5,5,4,5,9,6,2,6,5,8,8,0,4,6,0.5478
5,6,8,2,6,13,5,4,7,4,4,5,9,2,13,10,9,3,4,5,0.6502
5,6,7,9,7,5,2,6,8,4,9,6,8,10,5,3,8,7,5,4,0.7389
11,7,11,9,5,5,8,4,8,6,4,5,5,5,8,4,7,4,5,9,0.7353
6,4,5,2,5,9,13,7,3,7,2,6,7,7,5,8,5,3,10,4,0.5864
8,4,5,2,10,7,6,6,4,9,2,8,3,5,8,4,3,5,5,3,0.6269
4,5,5,4,3,7,7,3,7,4,5,4,4,4,3,5,6,5,8,5,0.5121
1,4,11,6,8,4,7,6,4,5,5,6,7,6,6,9,5,11,10,9,0.6909
7,3,3,6,6,5,3,5,8,6,5,7,6,10,7,7,10,9,6,12,0.7493
7,5,9,3,10,5,4,8,7,5,3,5,5,3,14,3,5,8,4,4,0.7017
5,6,9,8,5,6,4,6,10,1,9,2,2,12,5,6,14,2,8,4,0.7292
4,3,4,5,6,3,7,5,10,5,5,2,8,5,6,5,6,6,5,9,0.6191
4,3,7,12,6,10,4,9,5,4,3,5,11,7,9,7,3,6,8,2,0.733
9,8,7,7,8,4,8,4,3,5,8,6,3,7,5,9,7,11,9,10,0.7608
11,3,3,5,4,8,6,6,5,8,8,3,8,4,5,5,12,6,7,10,0.7568
4,5,5,5,5,6,5,7,5,4,5,7,0,3,5,11,9,6,5,5,0.5841
6,10,6,4,6,6,6,5,6,5,3,8,2,7,2,4,8,9,9,6,0.6325
3,5,5,16,4,5,7,8,5,9,3,7,8,4,8,5,5,7,8,5,0.708
1,2,3,4,2,6,6,6,6,7,3,4,6,4,3,5,4,2,12,8,0.4901
6,7,7,12,5,3,11,4,6,4,8,4,6,4,3,8,3,7,4,10,0.6689
7,5,5,3,8,12,8,7,4,9,4,3,6,7,7,4,6,5,3,4,0.6737
5,7,8,7,9,10,7,7,8,8,4,10,1,4,11,7,6,7,7,5,0.7211
5,11,6,8,7,4,6,5,4,9,3,8,5,5,7,7,4,13,8,7,0.7302
5,7,9,7,9,9,8,5,6,9,4,6,3,1,8,8,3,7,6,12,0.7018
7,10,3,4,6,4,4,8,9,4,3,2,5,10,5,9,5,6,12,4,0.7162
3,2,6,4,6,5,6,6,2,9,10,4,8,2,9,7,7,7,8,4,0.6423
6,8,2,4,5,3,5,3,6,4,3,3,8,7,7,6,5,3,4,7,0.5919
6,5,7,5,4,6,4,2,5,7,6,7,7,6,2,9,3,6,4,8,0.6641
8,8,6,7,5,3,8,3,5,6,5,6,8,6,6,7,7,8,5,4,0.7199
10,4,4,5,4,4,5,2,6,6,4,6,5,7,5,7,8,6,7,6,0.6993
8,5,7,3,8,3,10,7,4,3,7,4,7,5,2,5,7,14,6,5,0.6942
7,5,8,6,9,6,4,7,5,7,6,5,1,2,3,11,5,2,2,7,0.6555
9,7,5,3,5,7,2,7,7,9,3,6,6,5,11,3,9,9,5,9,0.7382
5,7,6,10,7,5,3,7,6,15,7,6,9,13,6,4,5,5,7,4,0.8176
8,6,12,8,2,6,2,7,5,4,4,11,7,6,10,5,9,5,4,4,0.7384
7,3,4,9,6,10,6,8,2,10,7,5,9,5,6,7,7,6,5,8,0.7542
3,7,7,4,6,7,2,8,5,7,8,7,8,6,5,5,3,3,7,2,0.6162
4,7,6,4,4,6,3,5,6,7,4,9,5,4,8,6,7,7,5,4,0.6255
5,6,6,0,6,6,7,6,4,6,11,4,6,2,7,4,2,6,5,6,0.6244
4,9,10,1,7,5,10,3,7,4,4,3,3,5,5,3,7,8,8,3,0.6167
6,6,7,8,9,4,6,6,3,5,5,5,8,8,4,8,6,5,4,6,0.7106
9,4,7,4,7,3,8,7,4,6,3,5,8,7,4,8,9,3,6,7,0.696
3,5,6,10,4,6,6,7,4,8,10,7,5,6,6,5,5,6,5,5,0.6517
4,7,6,7,9,5,2,4,7,5,10,8,9,6,7,3,7,10,7,6,0.7354
8,3,4,10,5,8,5,6,8,3,4,4,3,6,4,8,4,8,3,4,0.6871
5,10,6,9,6,9,5,6,5,6,5,3,6,2,6,7,8,7,5,6,0.6686
9,5,7,5,9,5,4,5,3,8,11,3,9,4,4,6,3,6,2,7,0.7318
7,3,5,10,8,5,7,8,8,12,6,3,8,4,7,4,3,11,4,6,0.7417
5,6,2,5,8,9,5,4,3,9,11,4,6,7,3,8,2,7,11,6,0.7075
8,2,5,3,8,6,8,7,6,7,7,4,4,2,5,5,2,4,2,9,0.6012
7,6,10,3,7,9,5,6,9,11,8,3,5,8,6,6,3,6,8,8,0.7678
4,7,7,3,3,5,6,7,11,5,3,4,4,4,3,5,7,2,2,8,0.508
8,9,5,4,3,7,3,7,14,2,7,7,6,5,6,7,9,7,6,4,0.7317
2,4,7,10,7,5,5,4,6,6,6,7,5,4,3,6,4,4,4,8,0.6061
10,6,6,6,4,7,5,3,6,6,8,6,5,5,7,4,5,8,4,2,0.7008
9,5,8,4,2,9,4,9,4,5,6,5,5,6,4,5,7,7,4,5,0.6457
7,9,12,3,9,5,8,7,6,6,5,2,1,5,6,4,4,5,7,6,0.6956
2,8,9,5,8,7,11,7,3,7,9,3,4,4,3,9,8,7,5,7,0.7112
6,5,6,0,4,4,12,5,10,5,1,3,6,4,4,8,8,5,4,6,0.5617
9,8,3,4,5,4,5,11,3,5,10,4,3,2,10,6,8,2,5,7,0.6577
6,8,5,7,9,5,5,8,6,6,6,8,6,7,8,7,7,2,4,6,0.7288
3,10,6,7,7,8,4,6,4,6,3,10,5,6,3,12,2,7,3,6,0.67
4,6,3,2,3,5,7,6,5,6,5,6,8,1,1,3,6,4,5,4,0.5012
12,1,6,6,3,8,10,6,6,11,10,7,3,6,6,3,9,2,9,5,0.7531
4,5,9,9,5,6,5,11,8,5,7,6,7,9,2,5,4,2,4,8,0.6947
4,11,6,3,5,6,3,8,4,3,4,6,5,3,7,7,9,2,9,10,0.6153
10,3,4,5,3,7,5,5,9,3,5,5,3,7,3,6,8,8,7,6,0.6504
4,5,5,8,8,1,6,7,8,6,8,7,6,5,6,9,9,10,4,7,0.7157
6,4,6,4,6,5,7,2,8,4,4,4,1,3,9,12,5,6,5,10,0.6063
3,8,5,6,7,6,14,9,6,3,8,0,8,5,7,2,2,5,5,6,0.6416
6,4,7,2,8,10,3,5,7,7,6,5,3,3,9,9,7,5,5,9,0.6697
10,7,3,7,9,5,9,4,6,7,6,3,6,2,8,3,5,4,5,9,0.6988
2,4,9,10,8,9,6,7,8,10,7,5,7,6,5,8,3,5,8,7,0.7258
5,0,6,5,9,6,3,3,8,2,6,5,4,6,7,1,2,6,9,5,0.6028
7,6,2,7,9,4,4,9,4,4,2,5,7,11,3,4,12,5,2,8,0.7068
8,5,7,4,4,7,8,6,5,9,4,3,8,5,4,8,9,5,10,4,0.6741
4,7,7,4,3,9,5,5,4,9,6,6,2,8,5,4,4,6,5,6,0.5822
9,2,3,7,4,10,4,6,5,5,4,3,7,8,2,8,3,8,5,4,0.6979
7,3,4,4,3,4,7,6,7,5,4,3,5,9,3,6,3,6,3,4,0.5763
8,11,6,5,2,8,6,10,7,3,6,6,7,8,4,8,3,4,6,9,0.71
5,6,4,7,11,7,6,3,8,4,7,7,6,9,4,5,3,7,6,4,0.7181
11,6,9,4,8,5,6,10,9,9,4,5,5,6,4,7,11,5,5,4,0.7988
7,5,6,2,5,12,4,4,2,11,6,6,1,5,4,4,6,3,5,7,0.6119
6,5,4,5,6,3,5,5,3,3,3,7,7,6,7,5,5,4,6,5,0.6052
6,12,9,2,5,5,8,4,7,6,4,2,5,6,4,4,12,6,8,7,0.6789
8,6,4,3,4,5,7,5,5,9,3,9,9,4,3,7,9,8,9,3,0.6587
13,7,6,6,9,6,10,5,7,4,9,7,3,2,6,3,10,7,6,3,0.7283
5,8,9,4,11,4,6,7,7,4,5,3,4,10,5,5,5,6,12,3,0.7031
8,4,5,6,5,6,6,4,6,1,9,5,5,7,9,6,3,4,7,2,0.6471
6,5,12,4,7,6,4,9,8,4,8,6,6,6,7,7,2,4,8,3,0.6921
2,4,4,3,8,5,6,12,8,6,3,7,5,3,8,4,7,3,6,5,0.5803
9,7,5,6,7,9,4,9,8,3,6,6,7,5,4,9,5,4,5,8,0.7303
7,10,6,6,5,10,0,4,2,7,4,4,3,7,8,11,4,3,5,5,0.7093
6,7,2,4,6,10,4,4,8,6,6,5,7,8,5,5,11,6,4,5,0.6826
4,6,3,5,9,8,6,6,6,10,5,2,5,5,10,5,7,6,4,9,0.7121
4,5,6,1,8,6,5,5,6,9,6,3,5,2,4,8,7,4,8,8,0.6118
5,7,5,6,5,5,8,10,1,5,9,6,9,1,6,8,7,6,8,5,0.6435
6,10,5,5,9,6,4,8,8,5,4,7,6,8,2,3,9,7,5,7,0.7251
12,5,5,4,3,4,5,9,6,8,2,7,2,10,8,13,5,5,7,3,0.7562
7,8,6,6,4,5,6,8,9,8,3,9,6,8,5,6,6,4,2,5,0.683
4,8,5,7,5,4,8,1,6,5,5,8,5,7,8,5,4,7,8,5,0.6398
9,5,7,5,5,3,8,5,4,4,6,6,6,6,5,5,8,4,6,9,0.653
5,5,7,7,10,7,5,13,7,4,9,6,5,4,8,6,5,8,6,6,0.7517
9,7,5,8,9,5,7,7,6,9,1,3,9,3,8,5,5,11,5,3,0.7285
5,6,8,4,6,6,5,5,5,4,6,7,4,9,12,9,4,7,5,7,0.7056
9,5,10,6,4,7,4,3,2,10,2,6,6,5,5,9,12,4,4,6,0.7253
6,6,6,6,6,7,11,7,5,4,8,6,5,8,3,5,4,6,7,3,0.6895
2,5,3,7,5,7,9,7,1,9,4,7,7,7,10,10,4,6,6,8,0.6666
4,5,12,5,6,3,6,1,4,7,7,10,3,2,4,4,6,7,7,2,0.5619
7,6,4,5,4,2,8,6,5,5,5,6,11,5,4,7,13,9,4,7,0.6724
8,2,5,8,8,5,11,2,4,4,5,6,6,7,7,8,13,2,5,14,0.7041
4,6,8,4,7,8,5,4,5,6,2,7,3,3,3,7,7,9,9,4,0.6217
3,8,6,7,5,5,8,13,4,6,4,11,8,4,6,7,2,7,6,10,0.6858
5,9,6,7,9,10,4,11,5,3,9,8,7,8,5,3,5,8,6,6,0.7446
7,7,6,5,5,4,7,1,2,5,10,5,8,6,5,5,4,6,11,8,0.6603
9,8,4,1,6,5,3,5,11,4,11,4,6,8,4,6,3,7,4,4,0.7023
11,7,9,6,4,4,8,3,7,6,7,4,8,8,4,2,6,8,6,6,0.7251
7,7,4,7,8,9,5,10,6,7,6,5,3,6,5,8,7,8,7,7,0.7853
6,9,3,3,7,8,4,9,2,3,7,7,9,7,6,8,6,9,7,7,0.6996
4,2,5,5,6,8,5,6,9,2,9,4,3,7,4,7,7,8,7,7,0.6721
5,4,3,2,7,8,9,9,4,7,5,5,4,5,2,10,7,3,5,8,0.6232
4,9,4,8,5,6,11,4,6,9,6,5,6,10,6,10,11,8,1,8,0.7638
8,5,2,9,4,6,5,6,8,7,9,9,6,9,4,4,4,5,4,9,0.732
9,3,3,1,3,5,11,5,8,5,4,3,5,5,5,7,7,7,7,5,0.5878
6,8,8,9,4,7,7,6,7,6,5,5,6,10,6,5,3,4,8,6,0.739
5,10,5,7,5,4,11,10,8,5,5,8,6,9,3,3,7,5,6,9,0.7291
8,7,4,6,8,5,6,9,11,5,7,8,8,6,11,6,6,9,5,1,0.7794
6,1,5,8,5,7,5,7,6,5,2,4,5,10,8,2,6,7,6,10,0.694
8,11,3,8,5,4,6,4,4,6,4,3,6,8,9,8,8,8,5,4,0.7402
6,6,3,8,3,9,7,5,5,9,7,6,6,9,4,4,4,5,8,14,0.712
1,6,6,7,6,5,10,6,3,3,9,8,6,7,6,9,8,9,2,5,0.6497
6,5,4,8,4,5,5,3,7,10,10,3,10,1,5,7,6,1,3,9,0.6075
3,5,5,5,4,10,10,7,6,7,6,5,8,7,7,3,11,12,8,7,0.6955
11,3,9,5,7,4,9,6,2,4,3,6,6,4,5,6,7,10,7,4,0.6855
4,4,5,8,7,4,7,6,4,9,10,8,4,7,4,2,10,8,5,10,0.6888
9,6,7,10,4,6,5,7,8,7,8,7,3,1,7,12,4,6,7,7,0.7396
8,7,9,5,9,7,6,4,9,3,5,5,9,7,5,10,6,9,8,8,0.7948
5,3,5,10,7,5,9,5,9,4,3,8,3,8,10,3,8,2,10,6,0.6757
7,10,6,7,4,6,1,11,6,7,5,5,4,7,7,5,7,7,7,4,0.7509
11,3,6,6,4,5,7,10,6,3,7,6,6,6,8,8,2,2,2,8,0.6757
6,5,5,11,5,6,7,6,3,7,10,6,8,4,5,0,7,10,9,6,0.6965
6,7,5,6,1,4,10,7,8,4,4,8,4,3,6,8,3,7,3,7,0.5958
6,5,4,4,7,6,5,2,4,4,2,4,9,6,4,4,6,5,8,4,0.6165
13,4,2,6,7,4,2,5,8,6,11,6,9,5,2,5,6,2,12,9,0.7933
6,10,5,6,5,13,6,5,8,6,5,6,5,5,7,5,9,5,5,6,0.7304
7,5,3,7,5,9,8,15,4,4,2,7,6,5,3,4,5,7,6,8,0.6756
11,12,5,5,4,5,5,5,9,4,5,4,10,9,4,3,3,7,10,8,0.7512
2,3,2,10,5,4,6,0,7,3,9,7,5,4,10,5,2,7,5,6,0.5569
10,5,11,4,5,7,8,15,3,12,7,10,5,8,5,3,3,4,7,4,0.7395
5,10,5,6,6,6,12,8,3,4,6,6,6,2,9,2,13,3,3,7,0.6535
5,5,5,4,5,8,6,7,7,7,9,6,8,6,8,3,6,11,5,4,0.6598
3,4,7,6,4,4,3,5,7,5,6,6,4,9,9,7,5,6,2,5,0.6213
5,4,7,6,7,11,9,4,9,8,5,3,4,7,6,5,11,4,3,4,0.6777
6,9,7,9,7,8,4,9,7,4,7,8,9,5,12,3,7,4,3,6,0.7687
6,7,3,8,8,7,8,5,7,3,2,2,3,8,6,5,3,1,6,5,0.6658
7,1,2,6,6,7,9,6,7,6,3,5,10,4,5,5,6,3,7,5,0.6153
5,4,7,9,5,8,5,10,4,6,9,2,7,6,4,3,5,8,3,8,0.6612
7,4,5,8,9,11,6,9,7,7,8,1,7,8,10,7,9,11,7,8,0.8618
7,4,10,10,8,6,7,7,7,9,4,6,8,12,7,7,5,2,6,8,0.8448
5,10,10,5,9,7,4,10,6,7,9,9,11,8,4,6,1,6,7,7,0.769
9,5,7,5,7,6,6,7,5,4,4,8,1,8,7,7,2,6,3,3,0.6337
7,11,8,7,7,2,6,7,13,5,6,5,8,3,6,6,2,7,8,10,0.7723
6,7,9,8,8,7,7,8,9,5,5,6,9,5,6,8,6,4,5,6,0.7534
8,8,8,6,5,7,7,3,5,8,4,7,10,7,7,4,6,6,3,6,0.7311
5,9,5,3,7,5,8,3,7,3,1,5,6,4,3,4,6,5,8,4,0.6009
7,4,1,2,6,6,4,5,3,3,4,7,6,3,4,5,8,4,5,6,0.5577
10,4,4,5,6,5,8,7,8,3,7,8,6,9,5,3,6,4,8,5,0.7277
4,3,2,6,6,6,8,1,6,10,7,8,7,7,10,5,5,7,6,5,0.6553
3,6,6,6,5,5,9,8,7,9,5,5,5,4,5,4,5,3,8,6,0.6397
0,8,4,2,11,6,4,8,3,5,4,7,10,7,2,4,7,6,8,6,0.5991
8,7,7,7,4,9,9,3,8,13,7,2,7,5,9,6,9,8,5,3,0.712
4,2,5,8,7,1,7,7,4,7,8,3,5,10,5,7,2,6,6,6,0.6716
3,3,8,4,5,7,5,6,4,4,4,4,9,9,7,6,10,9,7,5,0.6815
6,3,6,6,4,6,7,4,6,6,5,4,8,4,3,6,10,6,11,7,0.6494
4,8,4,6,7,4,7,8,8,3,6,5,12,10,3,5,8,3,3,6,0.7028
4,2,4,7,9,9,8,3,6,4,5,5,6,4,4,1,6,10,6,7,0.6293
10,10,9,6,8,10,6,8,6,8,7,9,3,6,6,7,7,7,6,3,0.836
5,4,3,4,4,2,6,4,9,10,8,2,9,5,5,6,5,7,3,9,0.6085
5,6,8,2,3,4,2,1,3,7,6,7,7,7,5,6,9,5,3,4,0.5799
9,4,3,7,10,11,10,8,5,6,5,6,5,3,7,7,8,5,7,8,0.7595
5,3,3,8,4,7,4,6,8,6,7,6,10,3,7,9,7,5,8,7,0.682
8,10,8,4,4,7,5,7,4,7,8,8,3,7,3,3,4,1,2,4,0.6263
8,2,4,6,9,4,4,7,5,5,4,9,9,5,4,4,0,6,5,7,0.6666
11,6,4,5,6,5,9,8,4,6,8,10,8,6,5,5,7,3,9,2,0.7005
7,11,5,9,8,5,4,5,5,7,6,6,7,11,3,7,5,6,8,3,0.7485
4,7,5,11,5,8,8,6,4,4,8,8,8,7,11,3,7,6,5,5,0.7347
5,8,7,5,10,7,9,2,5,3,11,4,8,4,6,3,5,9,4,7,0.6761
7,5,11,8,9,11,5,7,3,8,8,8,7,4,4,7,4,7,5,3,0.7448
4,5,6,7,4,3,4,7,3,7,8,5,2,2,7,3,2,10,12,4,0.5735
2,6,5,5,9,11,4,3,7,7,3,7,7,5,2,5,7,5,7,6,0.6507
5,5,6,4,4,3,10,5,9,8,5,9,11,3,7,9,6,8,2,1,0.5973
10,7,3,7,7,7,7,10,6,4,3,6,7,5,6,9,9,5,1,7,0.7552
4,3,8,11,4,6,11,4,9,5,3,4,9,7,9,5,7,10,5,6,0.7003
5,4,6,5,7,8,7,5,5,9,9,10,8,5,5,7,4,4,6,7,0.6863
5,2,3,3,4,8,10,7,3,5,2,2,14,5,4,8,5,9,6,3,0.5649
2,6,7,6,11,5,5,3,9,6,5,6,12,12,6,6,9,12,7,9,0.8069
3,3,2,4,11,7,5,9,5,11,7,4,6,9,4,4,8,3,6,7,0.6999
4,8,2,5,11,6,6,3,6,3,3,7,9,8,5,5,7,4,7,6,0.6667
6,3,4,6,7,6,4,2,2,5,13,5,4,6,5,3,8,3,9,5,0.6615
3,6,3,7,7,7,7,5,5,7,7,7,5,4,3,4,2,8,5,3,0.5742
7,6,7,5,6,8,4,2,5,2,7,4,8,8,6,9,7,6,2,8,0.7094
8,2,4,9,7,7,5,5,6,7,6,10,5,7,4,3,4,5,5,5,0.6998
3,8,6,9,4,3,4,3,7,9,6,4,8,8,4,3,8,9,7,5,0.6784
9,4,7,6,4,3,8,6,5,4,7,9,5,7,6,9,10,4,4,1,0.6545
7,4,9,6,5,5,3,3,2,5,3,7,7,4,8,5,10,5,3,8,0.6442
7,4,4,8,12,8,6,6,5,5,7,7,6,8,9,5,8,11,10,4,0.8437
7,2,13,3,6,6,4,4,4,8,2,8,5,3,6,2,8,8,5,5,0.6238
11,6,7,4,6,6,8,4,5,10,7,10,8,7,3,8,4,3,7,4,0.7122
11,3,9,7,5,6,3,7,3,4,4,5,8,9,7,5,8,6,6,6,0.7503
4,2,9,5,3,6,4,8,12,5,6,5,6,4,7,7,5,5,6,7,0.6421
6,3,5,8,5,9,4,7,12,10,6,5,4,5,2,5,3,6,6,7,0.699
7,6,8,6,5,4,5,8,5,6,3,3,11,11,6,5,6,10,7,11,0.7527
9,10,9,5,5,7,7,5,2,4,3,4,5,5,5,5,4,9,2,5,0.6353
2,7,2,4,16,8,8,4,2,3,4,4,8,15,4,3,2,9,5,6,0.7219
6,7,6,7,6,9,6,8,7,3,7,6,11,9,4,2,9,6,7,6,0.7614
7,7,6,5,7,2,5,9,4,6,9,3,4,6,2,4,4,4,7,5,0.6436
5,4,5,10,10,4,3,2,7,9,6,6,7,6,7,7,4,9,7,3,0.7325
5,7,6,7,9,8,5,6,2,5,4,3,9,8,6,2,5,5,2,1,0.6436
